"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GRC","CPI","TOT","AGRWTH","M","2000-09",3.142113,
"GRC","CPI","TOT","AGRWTH","M","2000-10",4.030341,
"GRC","CPI","TOT","AGRWTH","M","2000-11",4.244503,
"GRC","CPI","TOT","AGRWTH","M","2000-12",3.905767,
"GRC","CPI","TOT","AGRWTH","M","2001-01",3.404477,
"GRC","CPI","TOT","AGRWTH","M","2001-02",3.521429,
"GRC","CPI","TOT","AGRWTH","M","2001-03",3.029325,
"GRC","CPI","TOT","AGRWTH","M","2001-04",3.498832,
"GRC","CPI","TOT","AGRWTH","M","2001-05",3.634626,
"GRC","CPI","TOT","AGRWTH","M","2001-06",3.923893,
"GRC","CPI","TOT","AGRWTH","M","2001-07",3.921639,
"GRC","CPI","TOT","AGRWTH","M","2001-08",3.785526,
"GRC","CPI","TOT","AGRWTH","M","2001-09",3.60991,
"GRC","CPI","TOT","AGRWTH","M","2001-10",2.766026,
"GRC","CPI","TOT","AGRWTH","M","2001-11",2.40209,
"GRC","CPI","TOT","AGRWTH","M","2001-12",3.045024,
"GRC","CPI","TOT","AGRWTH","M","2002-01",4.435814,
"GRC","CPI","TOT","AGRWTH","M","2002-02",3.43274,
"GRC","CPI","TOT","AGRWTH","M","2002-03",4.009955,
"GRC","CPI","TOT","AGRWTH","M","2002-04",3.834083,
"GRC","CPI","TOT","AGRWTH","M","2002-05",3.385265,
"GRC","CPI","TOT","AGRWTH","M","2002-06",3.310284,
"GRC","CPI","TOT","AGRWTH","M","2002-07",3.338584,
"GRC","CPI","TOT","AGRWTH","M","2002-08",3.544351,
"GRC","CPI","TOT","AGRWTH","M","2002-09",3.522039,
"GRC","CPI","TOT","AGRWTH","M","2002-10",3.730154,
"GRC","CPI","TOT","AGRWTH","M","2002-11",3.642356,
"GRC","CPI","TOT","AGRWTH","M","2002-12",3.387524,
"GRC","CPI","TOT","AGRWTH","M","2003-01",3.135649,
"GRC","CPI","TOT","AGRWTH","M","2003-02",4.339477,
"GRC","CPI","TOT","AGRWTH","M","2003-03",4.076471,
"GRC","CPI","TOT","AGRWTH","M","2003-04",3.375845,
"GRC","CPI","TOT","AGRWTH","M","2003-05",3.818346,
"GRC","CPI","TOT","AGRWTH","M","2003-06",3.813667,
"GRC","CPI","TOT","AGRWTH","M","2003-07",3.592076,
"GRC","CPI","TOT","AGRWTH","M","2003-08",3.318412,
"GRC","CPI","TOT","AGRWTH","M","2003-09",3.335605,
"GRC","CPI","TOT","AGRWTH","M","2003-10",3.172118,
"GRC","CPI","TOT","AGRWTH","M","2003-11",3.344915,
"GRC","CPI","TOT","AGRWTH","M","2003-12",3.075479,
"GRC","CPI","TOT","AGRWTH","M","2004-01",2.927272,
"GRC","CPI","TOT","AGRWTH","M","2004-02",2.509898,
"GRC","CPI","TOT","AGRWTH","M","2004-03",2.714328,
"GRC","CPI","TOT","AGRWTH","M","2004-04",2.912732,
"GRC","CPI","TOT","AGRWTH","M","2004-05",2.934184,
"GRC","CPI","TOT","AGRWTH","M","2004-06",2.819582,
"GRC","CPI","TOT","AGRWTH","M","2004-07",2.936027,
"GRC","CPI","TOT","AGRWTH","M","2004-08",2.723925,
"GRC","CPI","TOT","AGRWTH","M","2004-09",2.821211,
"GRC","CPI","TOT","AGRWTH","M","2004-10",3.235898,
"GRC","CPI","TOT","AGRWTH","M","2004-11",3.142539,
"GRC","CPI","TOT","AGRWTH","M","2004-12",3.092367,
"GRC","CPI","TOT","AGRWTH","M","2005-01",4.031366,
"GRC","CPI","TOT","AGRWTH","M","2005-02",3.097229,
"GRC","CPI","TOT","AGRWTH","M","2005-03",2.892704,
"GRC","CPI","TOT","AGRWTH","M","2005-04",3.383803,
"GRC","CPI","TOT","AGRWTH","M","2005-05",3.234398,
"GRC","CPI","TOT","AGRWTH","M","2005-06",3.319604,
"GRC","CPI","TOT","AGRWTH","M","2005-07",3.941435,
"GRC","CPI","TOT","AGRWTH","M","2005-08",3.732638,
"GRC","CPI","TOT","AGRWTH","M","2005-09",3.935949,
"GRC","CPI","TOT","AGRWTH","M","2005-10",3.83531,
"GRC","CPI","TOT","AGRWTH","M","2005-11",3.521321,
"GRC","CPI","TOT","AGRWTH","M","2005-12",3.621498,
"GRC","CPI","TOT","AGRWTH","M","2006-01",3.24463,
"GRC","CPI","TOT","AGRWTH","M","2006-02",3.234235,
"GRC","CPI","TOT","AGRWTH","M","2006-03",3.302818,
"GRC","CPI","TOT","AGRWTH","M","2006-04",3.273674,
"GRC","CPI","TOT","AGRWTH","M","2006-05",3.131806,
"GRC","CPI","TOT","AGRWTH","M","2006-06",3.234686,
"GRC","CPI","TOT","AGRWTH","M","2006-07",3.845539,
"GRC","CPI","TOT","AGRWTH","M","2006-08",3.535932,
"GRC","CPI","TOT","AGRWTH","M","2006-09",2.930035,
"GRC","CPI","TOT","AGRWTH","M","2006-10",2.812581,
"GRC","CPI","TOT","AGRWTH","M","2006-11",2.925877,
"GRC","CPI","TOT","AGRWTH","M","2006-12",2.908866,
"GRC","CPI","TOT","AGRWTH","M","2007-01",2.730311,
"GRC","CPI","TOT","AGRWTH","M","2007-02",2.672306,
"GRC","CPI","TOT","AGRWTH","M","2007-03",2.632304,
"GRC","CPI","TOT","AGRWTH","M","2007-04",2.528076,
"GRC","CPI","TOT","AGRWTH","M","2007-05",2.622152,
"GRC","CPI","TOT","AGRWTH","M","2007-06",2.63468,
"GRC","CPI","TOT","AGRWTH","M","2007-07",2.52229,
"GRC","CPI","TOT","AGRWTH","M","2007-08",2.527889,
"GRC","CPI","TOT","AGRWTH","M","2007-09",2.919591,
"GRC","CPI","TOT","AGRWTH","M","2007-10",3.09586,
"GRC","CPI","TOT","AGRWTH","M","2007-11",3.932878,
"GRC","CPI","TOT","AGRWTH","M","2007-12",3.883051,
"GRC","CPI","TOT","AGRWTH","M","2008-01",3.896419,
"GRC","CPI","TOT","AGRWTH","M","2008-02",4.436285,
"GRC","CPI","TOT","AGRWTH","M","2008-03",4.434179,
"GRC","CPI","TOT","AGRWTH","M","2008-04",4.434673,
"GRC","CPI","TOT","AGRWTH","M","2008-05",4.909667,
"GRC","CPI","TOT","AGRWTH","M","2008-06",4.910413,
"GRC","CPI","TOT","AGRWTH","M","2008-07",4.883905,
"GRC","CPI","TOT","AGRWTH","M","2008-08",4.67167,
"GRC","CPI","TOT","AGRWTH","M","2008-09",4.634583,
"GRC","CPI","TOT","AGRWTH","M","2008-10",3.883927,
"GRC","CPI","TOT","AGRWTH","M","2008-11",2.868011,
"GRC","CPI","TOT","AGRWTH","M","2008-12",1.966048,
"GRC","CPI","TOT","AGRWTH","M","2009-01",1.755864,
"GRC","CPI","TOT","AGRWTH","M","2009-02",1.596588,
"GRC","CPI","TOT","AGRWTH","M","2009-03",1.295469,
"GRC","CPI","TOT","AGRWTH","M","2009-04",0.9608988,
"GRC","CPI","TOT","AGRWTH","M","2009-05",0.4943437,
"GRC","CPI","TOT","AGRWTH","M","2009-06",0.5268021,
"GRC","CPI","TOT","AGRWTH","M","2009-07",0.5681599,
"GRC","CPI","TOT","AGRWTH","M","2009-08",0.7757159,
"GRC","CPI","TOT","AGRWTH","M","2009-09",0.7135907,
"GRC","CPI","TOT","AGRWTH","M","2009-10",1.21951,
"GRC","CPI","TOT","AGRWTH","M","2009-11",1.996904,
"GRC","CPI","TOT","AGRWTH","M","2009-12",2.641886,
"GRC","CPI","TOT","AGRWTH","M","2010-01",2.377095,
"GRC","CPI","TOT","AGRWTH","M","2010-02",2.770213,
"GRC","CPI","TOT","AGRWTH","M","2010-03",3.932645,
"GRC","CPI","TOT","AGRWTH","M","2010-04",4.840221,
"GRC","CPI","TOT","AGRWTH","M","2010-05",5.427325,
"GRC","CPI","TOT","AGRWTH","M","2010-06",5.221851,
"GRC","CPI","TOT","AGRWTH","M","2010-07",5.493346,
"GRC","CPI","TOT","AGRWTH","M","2010-08",5.536865,
"GRC","CPI","TOT","AGRWTH","M","2010-09",5.570842,
"GRC","CPI","TOT","AGRWTH","M","2010-10",5.208304,
"GRC","CPI","TOT","AGRWTH","M","2010-11",4.91728,
"GRC","CPI","TOT","AGRWTH","M","2010-12",5.173318,
"GRC","CPI","TOT","AGRWTH","M","2011-01",5.200607,
"GRC","CPI","TOT","AGRWTH","M","2011-02",4.387772,
"GRC","CPI","TOT","AGRWTH","M","2011-03",4.499885,
"GRC","CPI","TOT","AGRWTH","M","2011-04",3.928462,
"GRC","CPI","TOT","AGRWTH","M","2011-05",3.289449,
"GRC","CPI","TOT","AGRWTH","M","2011-06",3.338795,
"GRC","CPI","TOT","AGRWTH","M","2011-07",2.398016,
"GRC","CPI","TOT","AGRWTH","M","2011-08",1.668801,
"GRC","CPI","TOT","AGRWTH","M","2011-09",3.053593,
"GRC","CPI","TOT","AGRWTH","M","2011-10",2.998313,
"GRC","CPI","TOT","AGRWTH","M","2011-11",2.930089,
"GRC","CPI","TOT","AGRWTH","M","2011-12",2.414963,
"GRC","CPI","TOT","AGRWTH","M","2012-01",2.319903,
"GRC","CPI","TOT","AGRWTH","M","2012-02",2.098275,
"GRC","CPI","TOT","AGRWTH","M","2012-03",1.675075,
"GRC","CPI","TOT","AGRWTH","M","2012-04",1.903027,
"GRC","CPI","TOT","AGRWTH","M","2012-05",1.391167,
"GRC","CPI","TOT","AGRWTH","M","2012-06",1.302644,
"GRC","CPI","TOT","AGRWTH","M","2012-07",1.338928,
"GRC","CPI","TOT","AGRWTH","M","2012-08",1.741276,
"GRC","CPI","TOT","AGRWTH","M","2012-09",0.9045315,
"GRC","CPI","TOT","AGRWTH","M","2012-10",1.623925,
"GRC","CPI","TOT","AGRWTH","M","2012-11",0.9731803,
"GRC","CPI","TOT","AGRWTH","M","2012-12",0.8041831,
"GRC","CPI","TOT","AGRWTH","M","2013-01",0.2039929,
"GRC","CPI","TOT","AGRWTH","M","2013-02",0.06447721,
"GRC","CPI","TOT","AGRWTH","M","2013-03",-0.2116134,
"GRC","CPI","TOT","AGRWTH","M","2013-04",-0.5929183,
"GRC","CPI","TOT","AGRWTH","M","2013-05",-0.4498407,
"GRC","CPI","TOT","AGRWTH","M","2013-06",-0.383792,
"GRC","CPI","TOT","AGRWTH","M","2013-07",-0.691896,
"GRC","CPI","TOT","AGRWTH","M","2013-08",-1.274577,
"GRC","CPI","TOT","AGRWTH","M","2013-09",-1.122387,
"GRC","CPI","TOT","AGRWTH","M","2013-10",-1.988022,
"GRC","CPI","TOT","AGRWTH","M","2013-11",-2.852272,
"GRC","CPI","TOT","AGRWTH","M","2013-12",-1.710484,
"GRC","CPI","TOT","AGRWTH","M","2014-01",-1.468294,
"GRC","CPI","TOT","AGRWTH","M","2014-02",-1.147709,
"GRC","CPI","TOT","AGRWTH","M","2014-03",-1.346679,
"GRC","CPI","TOT","AGRWTH","M","2014-04",-1.349515,
"GRC","CPI","TOT","AGRWTH","M","2014-05",-1.959895,
"GRC","CPI","TOT","AGRWTH","M","2014-06",-1.091405,
"GRC","CPI","TOT","AGRWTH","M","2014-07",-0.6751133,
"GRC","CPI","TOT","AGRWTH","M","2014-08",-0.3007236,
"GRC","CPI","TOT","AGRWTH","M","2014-09",-0.8333333,
"GRC","CPI","TOT","AGRWTH","M","2014-10",-1.676899,
"GRC","CPI","TOT","AGRWTH","M","2014-11",-1.24489,
"GRC","CPI","TOT","AGRWTH","M","2014-12",-2.606312,
"GRC","CPI","TOT","AGRWTH","M","2015-01",-2.836464,
"GRC","CPI","TOT","AGRWTH","M","2015-02",-2.157112,
"GRC","CPI","TOT","AGRWTH","M","2015-03",-2.139429,
"GRC","CPI","TOT","AGRWTH","M","2015-04",-2.106693,
"GRC","CPI","TOT","AGRWTH","M","2015-05",-2.146233,
"GRC","CPI","TOT","AGRWTH","M","2015-06",-2.156819,
"GRC","CPI","TOT","AGRWTH","M","2015-07",-2.233446,
"GRC","CPI","TOT","AGRWTH","M","2015-08",-1.458661,
"GRC","CPI","TOT","AGRWTH","M","2015-09",-1.722893,
"GRC","CPI","TOT","AGRWTH","M","2015-10",-0.9172096,
"GRC","CPI","TOT","AGRWTH","M","2015-11",-0.7416748,
"GRC","CPI","TOT","AGRWTH","M","2015-12",-0.1673492,
"GRC","CPI","TOT","AGRWTH","M","2016-01",-0.7346364,
"GRC","CPI","TOT","AGRWTH","M","2016-02",-0.5158273,
"GRC","CPI","TOT","AGRWTH","M","2016-03",-1.500536,
"GRC","CPI","TOT","AGRWTH","M","2016-04",-1.258173,
"GRC","CPI","TOT","AGRWTH","M","2016-05",-0.8691185,
"GRC","CPI","TOT","AGRWTH","M","2016-06",-0.7108785,
"GRC","CPI","TOT","AGRWTH","M","2016-07",-1.043369,
"GRC","CPI","TOT","AGRWTH","M","2016-08",-0.9479151,
"GRC","CPI","TOT","AGRWTH","M","2016-09",-0.9697963,
"GRC","CPI","TOT","AGRWTH","M","2016-10",-0.4827444,
"GRC","CPI","TOT","AGRWTH","M","2016-11",-0.8882279,
"GRC","CPI","TOT","AGRWTH","M","2016-12",0.0229081,
"GRC","CPI","TOT","AGRWTH","M","2017-01",1.160508,
"GRC","CPI","TOT","AGRWTH","M","2017-02",1.300392,
"GRC","CPI","TOT","AGRWTH","M","2017-03",1.745887,
"GRC","CPI","TOT","AGRWTH","M","2017-04",1.641827,
"GRC","CPI","TOT","AGRWTH","M","2017-05",1.192965,
"GRC","CPI","TOT","AGRWTH","M","2017-06",1.016024,
"GRC","CPI","TOT","AGRWTH","M","2017-07",0.9994717,
"GRC","CPI","TOT","AGRWTH","M","2017-08",0.8923554,
"GRC","CPI","TOT","AGRWTH","M","2017-09",1.004583,
"GRC","CPI","TOT","AGRWTH","M","2017-10",0.7143932,
"GRC","CPI","TOT","AGRWTH","M","2017-11",1.142597,
"GRC","CPI","TOT","AGRWTH","M","2017-12",0.6521946,
"GRC","CPI","TOT","AGRWTH","M","2018-01",-0.1753042,
"GRC","CPI","TOT","AGRWTH","M","2018-02",0.05949596,
"GRC","CPI","TOT","AGRWTH","M","2018-03",-0.2337637,
"GRC","CPI","TOT","AGRWTH","M","2018-04",0.03723165,
"GRC","CPI","TOT","AGRWTH","M","2018-05",0.6057603,
"GRC","CPI","TOT","AGRWTH","M","2018-06",0.9716138,
"GRC","CPI","TOT","AGRWTH","M","2018-07",0.8519518,
"GRC","CPI","TOT","AGRWTH","M","2018-08",0.9700429,
"GRC","CPI","TOT","AGRWTH","M","2018-09",1.090431,
"GRC","CPI","TOT","AGRWTH","M","2018-10",1.768632,
"GRC","CPI","TOT","AGRWTH","M","2018-11",0.9867453,
"HUN","CPI","TOT","AGRWTH","M","1981-01",3.776224,
"HUN","CPI","TOT","AGRWTH","M","1981-02",4.341737,
"HUN","CPI","TOT","AGRWTH","M","1981-03",5.409154,
"HUN","CPI","TOT","AGRWTH","M","1981-04",3.314917,
"HUN","CPI","TOT","AGRWTH","M","1981-05",3.899721,
"HUN","CPI","TOT","AGRWTH","M","1981-06",3.176795,
"HUN","CPI","TOT","AGRWTH","M","1981-07",4.305555,
"HUN","CPI","TOT","AGRWTH","M","1981-08",4.895105,
"HUN","CPI","TOT","AGRWTH","M","1981-09",5.034965,
"HUN","CPI","TOT","AGRWTH","M","1981-10",4.874652,
"HUN","CPI","TOT","AGRWTH","M","1981-11",6.276151,
"HUN","CPI","TOT","AGRWTH","M","1981-12",6.639004,
"HUN","CPI","TOT","AGRWTH","M","1982-01",6.06469,
"HUN","CPI","TOT","AGRWTH","M","1982-02",5.100671,
"HUN","CPI","TOT","AGRWTH","M","1982-03",3.815789,
"HUN","CPI","TOT","AGRWTH","M","1982-04",5.748663,
"HUN","CPI","TOT","AGRWTH","M","1982-05",5.764075,
"HUN","CPI","TOT","AGRWTH","M","1982-06",7.095047,
"HUN","CPI","TOT","AGRWTH","M","1982-07",6.258322,
"HUN","CPI","TOT","AGRWTH","M","1982-08",7.2,
"HUN","CPI","TOT","AGRWTH","M","1982-09",9.054594,
"HUN","CPI","TOT","AGRWTH","M","1982-10",9.163346,
"HUN","CPI","TOT","AGRWTH","M","1982-11",8.267716,
"HUN","CPI","TOT","AGRWTH","M","1982-12",8.43061,
"HUN","CPI","TOT","AGRWTH","M","1983-01",8.259212,
"HUN","CPI","TOT","AGRWTH","M","1983-02",8.812261,
"HUN","CPI","TOT","AGRWTH","M","1983-03",8.745247,
"HUN","CPI","TOT","AGRWTH","M","1983-04",8.343868,
"HUN","CPI","TOT","AGRWTH","M","1983-05",8.365019,
"HUN","CPI","TOT","AGRWTH","M","1983-06",7.25,
"HUN","CPI","TOT","AGRWTH","M","1983-07",7.64411,
"HUN","CPI","TOT","AGRWTH","M","1983-08",6.965174,
"HUN","CPI","TOT","AGRWTH","M","1983-09",6.227106,
"HUN","CPI","TOT","AGRWTH","M","1983-10",6.082725,
"HUN","CPI","TOT","AGRWTH","M","1983-11",5.69697,
"HUN","CPI","TOT","AGRWTH","M","1983-12",5.263158,
"HUN","CPI","TOT","AGRWTH","M","1984-01",5.868545,
"HUN","CPI","TOT","AGRWTH","M","1984-02",8.215962,
"HUN","CPI","TOT","AGRWTH","M","1984-03",8.741259,
"HUN","CPI","TOT","AGRWTH","M","1984-04",9.334889,
"HUN","CPI","TOT","AGRWTH","M","1984-05",9.356725,
"HUN","CPI","TOT","AGRWTH","M","1984-06",9.324009,
"HUN","CPI","TOT","AGRWTH","M","1984-07",10.4773,
"HUN","CPI","TOT","AGRWTH","M","1984-08",9.069767,
"HUN","CPI","TOT","AGRWTH","M","1984-09",8.045977,
"HUN","CPI","TOT","AGRWTH","M","1984-10",7.568807,
"HUN","CPI","TOT","AGRWTH","M","1984-11",7.798165,
"HUN","CPI","TOT","AGRWTH","M","1984-12",7.840909,
"HUN","CPI","TOT","AGRWTH","M","1985-01",7.206208,
"HUN","CPI","TOT","AGRWTH","M","1985-02",7.158351,
"HUN","CPI","TOT","AGRWTH","M","1985-03",6.966774,
"HUN","CPI","TOT","AGRWTH","M","1985-04",6.830309,
"HUN","CPI","TOT","AGRWTH","M","1985-05",6.631016,
"HUN","CPI","TOT","AGRWTH","M","1985-06",6.503198,
"HUN","CPI","TOT","AGRWTH","M","1985-07",6.006322,
"HUN","CPI","TOT","AGRWTH","M","1985-08",6.289979,
"HUN","CPI","TOT","AGRWTH","M","1985-09",6.914894,
"HUN","CPI","TOT","AGRWTH","M","1985-10",7.356077,
"HUN","CPI","TOT","AGRWTH","M","1985-11",7.659575,
"HUN","CPI","TOT","AGRWTH","M","1985-12",7.797682,
"HUN","CPI","TOT","AGRWTH","M","1986-01",7.238883,
"HUN","CPI","TOT","AGRWTH","M","1986-02",5.364372,
"HUN","CPI","TOT","AGRWTH","M","1986-03",5.210421,
"HUN","CPI","TOT","AGRWTH","M","1986-04",5.194805,
"HUN","CPI","TOT","AGRWTH","M","1986-05",4.914744,
"HUN","CPI","TOT","AGRWTH","M","1986-06",4.204204,
"HUN","CPI","TOT","AGRWTH","M","1986-07",4.473161,
"HUN","CPI","TOT","AGRWTH","M","1986-08",5.015045,
"HUN","CPI","TOT","AGRWTH","M","1986-09",5.273632,
"HUN","CPI","TOT","AGRWTH","M","1986-10",5.561072,
"HUN","CPI","TOT","AGRWTH","M","1986-11",5.731225,
"HUN","CPI","TOT","AGRWTH","M","1986-12",5.376344,
"HUN","CPI","TOT","AGRWTH","M","1987-01",5.689489,
"HUN","CPI","TOT","AGRWTH","M","1987-02",5.955812,
"HUN","CPI","TOT","AGRWTH","M","1987-03",5.428571,
"HUN","CPI","TOT","AGRWTH","M","1987-04",6.552707,
"HUN","CPI","TOT","AGRWTH","M","1987-05",8.699809,
"HUN","CPI","TOT","AGRWTH","M","1987-06",9.12584,
"HUN","CPI","TOT","AGRWTH","M","1987-07",9.895338,
"HUN","CPI","TOT","AGRWTH","M","1987-08",10.50621,
"HUN","CPI","TOT","AGRWTH","M","1987-09",10.11342,
"HUN","CPI","TOT","AGRWTH","M","1987-10",10.44215,
"HUN","CPI","TOT","AGRWTH","M","1987-11",10.56075,
"HUN","CPI","TOT","AGRWTH","M","1987-12",10.9462,
"HUN","CPI","TOT","AGRWTH","M","1988-01",17.79197,
"HUN","CPI","TOT","AGRWTH","M","1988-02",17.76972,
"HUN","CPI","TOT","AGRWTH","M","1988-03",17.79585,
"HUN","CPI","TOT","AGRWTH","M","1988-04",16.93405,
"HUN","CPI","TOT","AGRWTH","M","1988-05",14.86368,
"HUN","CPI","TOT","AGRWTH","M","1988-06",13.38028,
"HUN","CPI","TOT","AGRWTH","M","1988-07",14.80519,
"HUN","CPI","TOT","AGRWTH","M","1988-08",14.95246,
"HUN","CPI","TOT","AGRWTH","M","1988-09",15.36481,
"HUN","CPI","TOT","AGRWTH","M","1988-10",15.41738,
"HUN","CPI","TOT","AGRWTH","M","1988-11",15.13102,
"HUN","CPI","TOT","AGRWTH","M","1988-12",14.79933,
"HUN","CPI","TOT","AGRWTH","M","1989-01",11.92874,
"HUN","CPI","TOT","AGRWTH","M","1989-02",15.24249,
"HUN","CPI","TOT","AGRWTH","M","1989-03",15.64417,
"HUN","CPI","TOT","AGRWTH","M","1989-04",16.69207,
"HUN","CPI","TOT","AGRWTH","M","1989-05",17.22818,
"HUN","CPI","TOT","AGRWTH","M","1989-06",19.17702,
"HUN","CPI","TOT","AGRWTH","M","1989-07",17.94872,
"HUN","CPI","TOT","AGRWTH","M","1989-08",19.02256,
"HUN","CPI","TOT","AGRWTH","M","1989-09",18.08036,
"HUN","CPI","TOT","AGRWTH","M","1989-10",18.37638,
"HUN","CPI","TOT","AGRWTH","M","1989-11",18.06167,
"HUN","CPI","TOT","AGRWTH","M","1989-12",18.13547,
"HUN","CPI","TOT","AGRWTH","M","1990-01",22.69896,
"HUN","CPI","TOT","AGRWTH","M","1990-02",24.3153,
"HUN","CPI","TOT","AGRWTH","M","1990-03",25.9947,
"HUN","CPI","TOT","AGRWTH","M","1990-04",26.58393,
"HUN","CPI","TOT","AGRWTH","M","1990-05",26.8452,
"HUN","CPI","TOT","AGRWTH","M","1990-06",26.31922,
"HUN","CPI","TOT","AGRWTH","M","1990-07",27.87724,
"HUN","CPI","TOT","AGRWTH","M","1990-08",29.12192,
"HUN","CPI","TOT","AGRWTH","M","1990-09",31.0649,
"HUN","CPI","TOT","AGRWTH","M","1990-10",31.42145,
"HUN","CPI","TOT","AGRWTH","M","1990-11",33.58209,
"HUN","CPI","TOT","AGRWTH","M","1990-12",33.35389,
"HUN","CPI","TOT","AGRWTH","M","1991-01",34.06656,
"HUN","CPI","TOT","AGRWTH","M","1991-02",33.15422,
"HUN","CPI","TOT","AGRWTH","M","1991-03",34.31579,
"HUN","CPI","TOT","AGRWTH","M","1991-04",35.81011,
"HUN","CPI","TOT","AGRWTH","M","1991-05",36.9207,
"HUN","CPI","TOT","AGRWTH","M","1991-06",38.57659,
"HUN","CPI","TOT","AGRWTH","M","1991-07",38.2,
"HUN","CPI","TOT","AGRWTH","M","1991-08",34.19765,
"HUN","CPI","TOT","AGRWTH","M","1991-09",34.03846,
"HUN","CPI","TOT","AGRWTH","M","1991-10",33.91841,
"HUN","CPI","TOT","AGRWTH","M","1991-11",32.82123,
"HUN","CPI","TOT","AGRWTH","M","1991-12",32.22376,
"HUN","CPI","TOT","AGRWTH","M","1992-01",28.18679,
"HUN","CPI","TOT","AGRWTH","M","1992-02",26.2701,
"HUN","CPI","TOT","AGRWTH","M","1992-03",24.8023,
"HUN","CPI","TOT","AGRWTH","M","1992-04",22.52818,
"HUN","CPI","TOT","AGRWTH","M","1992-05",23.23898,
"HUN","CPI","TOT","AGRWTH","M","1992-06",22.62444,
"HUN","CPI","TOT","AGRWTH","M","1992-07",19.49768,
"HUN","CPI","TOT","AGRWTH","M","1992-08",21.43299,
"HUN","CPI","TOT","AGRWTH","M","1992-09",22.26977,
"HUN","CPI","TOT","AGRWTH","M","1992-10",23.79926,
"HUN","CPI","TOT","AGRWTH","M","1992-11",24.45968,
"HUN","CPI","TOT","AGRWTH","M","1992-12",25.5532,
"HUN","CPI","TOT","AGRWTH","M","1993-01",25.85302,
"HUN","CPI","TOT","AGRWTH","M","1993-02",24.66454,
"HUN","CPI","TOT","AGRWTH","M","1993-03",23.41494,
"HUN","CPI","TOT","AGRWTH","M","1993-04",22.87663,
"HUN","CPI","TOT","AGRWTH","M","1993-05",21.4155,
"HUN","CPI","TOT","AGRWTH","M","1993-06",21.05583,
"HUN","CPI","TOT","AGRWTH","M","1993-07",21.42857,
"HUN","CPI","TOT","AGRWTH","M","1993-08",22.509,
"HUN","CPI","TOT","AGRWTH","M","1993-09",23.10851,
"HUN","CPI","TOT","AGRWTH","M","1993-10",22.02517,
"HUN","CPI","TOT","AGRWTH","M","1993-11",20.77703,
"HUN","CPI","TOT","AGRWTH","M","1993-12",21.10245,
"HUN","CPI","TOT","AGRWTH","M","1994-01",16.99687,
"HUN","CPI","TOT","AGRWTH","M","1994-02",16.60687,
"HUN","CPI","TOT","AGRWTH","M","1994-03",16.88708,
"HUN","CPI","TOT","AGRWTH","M","1994-04",17.3562,
"HUN","CPI","TOT","AGRWTH","M","1994-05",18.29146,
"HUN","CPI","TOT","AGRWTH","M","1994-06",19.19799,
"HUN","CPI","TOT","AGRWTH","M","1994-07",20.03988,
"HUN","CPI","TOT","AGRWTH","M","1994-08",19.59824,
"HUN","CPI","TOT","AGRWTH","M","1994-09",18.96141,
"HUN","CPI","TOT","AGRWTH","M","1994-10",19.54993,
"HUN","CPI","TOT","AGRWTH","M","1994-11",21.11888,
"HUN","CPI","TOT","AGRWTH","M","1994-12",21.1954,
"HUN","CPI","TOT","AGRWTH","M","1995-01",22.10339,
"HUN","CPI","TOT","AGRWTH","M","1995-02",23.82417,
"HUN","CPI","TOT","AGRWTH","M","1995-03",27.45866,
"HUN","CPI","TOT","AGRWTH","M","1995-04",29.23474,
"HUN","CPI","TOT","AGRWTH","M","1995-05",30.84112,
"HUN","CPI","TOT","AGRWTH","M","1995-06",31.03448,
"HUN","CPI","TOT","AGRWTH","M","1995-07",30.52326,
"HUN","CPI","TOT","AGRWTH","M","1995-08",29.20934,
"HUN","CPI","TOT","AGRWTH","M","1995-09",28.79455,
"HUN","CPI","TOT","AGRWTH","M","1995-10",29.01961,
"HUN","CPI","TOT","AGRWTH","M","1995-11",28.63741,
"HUN","CPI","TOT","AGRWTH","M","1995-12",28.30046,
"HUN","CPI","TOT","AGRWTH","M","1996-01",28.86861,
"HUN","CPI","TOT","AGRWTH","M","1996-02",28.25701,
"HUN","CPI","TOT","AGRWTH","M","1996-03",25.67429,
"HUN","CPI","TOT","AGRWTH","M","1996-04",24.41783,
"HUN","CPI","TOT","AGRWTH","M","1996-05",23.92857,
"HUN","CPI","TOT","AGRWTH","M","1996-06",23.55584,
"HUN","CPI","TOT","AGRWTH","M","1996-07",22.90805,
"HUN","CPI","TOT","AGRWTH","M","1996-08",22.85986,
"HUN","CPI","TOT","AGRWTH","M","1996-09",22.20149,
"HUN","CPI","TOT","AGRWTH","M","1996-10",21.03343,
"HUN","CPI","TOT","AGRWTH","M","1996-11",20.13764,
"HUN","CPI","TOT","AGRWTH","M","1996-12",19.81076,
"HUN","CPI","TOT","AGRWTH","M","1997-01",18.94647,
"HUN","CPI","TOT","AGRWTH","M","1997-02",18.79325,
"HUN","CPI","TOT","AGRWTH","M","1997-03",18.77207,
"HUN","CPI","TOT","AGRWTH","M","1997-04",18.52941,
"HUN","CPI","TOT","AGRWTH","M","1997-05",17.65785,
"HUN","CPI","TOT","AGRWTH","M","1997-06",18.7013,
"HUN","CPI","TOT","AGRWTH","M","1997-07",18.14652,
"HUN","CPI","TOT","AGRWTH","M","1997-08",17.9871,
"HUN","CPI","TOT","AGRWTH","M","1997-09",17.96438,
